product_id,product_name,normalized_name
BOO_2434,PRODUCT BOO_2434,product boo2434
ELE_3634,%#product ele_3634#%,product ele3634
BOO_7651,PRODUCT BOO_7651,product boo7651
ELE_5874,!product ele_5874!,product ele5874
BOO_7257,#PRODUCT BOO_7257#,product boo7257
FOO_7959,%@PRODUCT FOO_7959@%,product foo7959
TOY_7552,%@PRODUCT TOY_7552@%,product toy7552
TOY_1628,#product toy_1628#,product toy1628
TOY_7538,#product toy_7538#,product toy7538
TOY_3330,%@!product toy_3330!@%,product toy3330
BOO_3827,%#product boo_3827#%,product boo3827
BOO_8562,PRODUCT BOO_8562,product boo8562
FOO_1211,PRODUCT FOO_1211,product foo1211
ELE_9625,$#product ele_9625#$,product ele9625
ELE_6302,#PRODUCT ELE_6302#,product ele6302
CLO_7624,$!product clo_7624!$,product clo7624
ELE_6369,!PRODUCT ELE_6369!,product ele6369
TOY_8449,$#PRODUCT TOY_8449#$,product toy8449
FOO_8947,%!product foo_8947!%,product foo8947
FOO_4634,%#PRODUCT FOO_4634#%,product foo4634
FOO_6541,PRODUCT FOO_6541,product foo6541
TOY_7132,%$product toy_7132$%,product toy7132
TOY_3084,!PRODUCT TOY_3084!,product toy3084
BOO_4814,#@!product boo_4814!@#,product boo4814
CLO_8590,product clo_8590,product clo8590
TOY_3071,%PRODUCT TOY_3071%,product toy3071
BOO_6542,#@PRODUCT BOO_6542@#,product boo6542
CLO_5131,@PRODUCT CLO_5131@,product clo5131
TOY_6632,%$product toy_6632$%,product toy6632
BOO_7051,$@PRODUCT BOO_7051@$,product boo7051
BOO_4192,%$product boo_4192$%,product boo4192
CLO_9747,%$!PRODUCT CLO_9747!$%,product clo9747
ELE_3902,!PRODUCT ELE_3902!,product ele3902
BOO_3973,$#PRODUCT BOO_3973#$,product boo3973
CLO_6382,%$PRODUCT CLO_6382$%,product clo6382
FOO_5488,%!product foo_5488!%,product foo5488
FOO_8820,product foo_8820,product foo8820
ELE_5788,product ele_5788,product ele5788
FOO_9002,PRODUCT FOO_9002,product foo9002
ELE_3146,%#PRODUCT ELE_3146#%,product ele3146
FOO_2340,#product foo_2340#,product foo2340
FOO_3540,%$PRODUCT FOO_3540$%,product foo3540
ELE_5818,%@!product ele_5818!@%,product ele5818
FOO_2585,%$product foo_2585$%,product foo2585
CLO_6554,%@!product clo_6554!@%,product clo6554
TOY_3046,product toy_3046,product toy3046
CLO_4034,%#@product clo_4034@#%,product clo4034
CLO_9250,$@product clo_9250@$,product clo9250
TOY_9731,@PRODUCT TOY_9731@,product toy9731
BOO_1352,$@product boo_1352@$,product boo1352
CLO_2397,product clo_2397,product clo2397
TOY_9915,%$product toy_9915$%,product toy9915
BOO_1248,#product boo_1248#,product boo1248
BOO_7847,#@!PRODUCT BOO_7847!@#,product boo7847
FOO_1244,%#!product foo_1244!#%,product foo1244
FOO_3539,%$product foo_3539$%,product foo3539
TOY_4541,product toy_4541,product toy4541
CLO_6899,$#product clo_6899#$,product clo6899
FOO_3001,PRODUCT FOO_3001,product foo3001
TOY_3941,!PRODUCT TOY_3941!,product toy3941
FOO_6655,%$@PRODUCT FOO_6655@$%,product foo6655
ELE_4665,%@PRODUCT ELE_4665@%,product ele4665
FOO_1821,%$product foo_1821$%,product foo1821
FOO_8533,$PRODUCT FOO_8533$,product foo8533
BOO_2114,%PRODUCT BOO_2114%,product boo2114
CLO_5101,%#product clo_5101#%,product clo5101
FOO_3435,%#PRODUCT FOO_3435#%,product foo3435
BOO_1361,@PRODUCT BOO_1361@,product boo1361
BOO_4804,$#product boo_4804#$,product boo4804
BOO_4790,@!PRODUCT BOO_4790!@,product boo4790
ELE_3811,$PRODUCT ELE_3811$,product ele3811
FOO_4498,$@PRODUCT FOO_4498@$,product foo4498
TOY_6509,%#!product toy_6509!#%,product toy6509
BOO_3486,@!product boo_3486!@,product boo3486
BOO_4806,PRODUCT BOO_4806,product boo4806
TOY_9386,%#PRODUCT TOY_9386#%,product toy9386
BOO_7075,%product boo_7075%,product boo7075
FOO_6345,#!PRODUCT FOO_6345!#,product foo6345
CLO_4294,#@PRODUCT CLO_4294@#,product clo4294
ELE_3863,%PRODUCT ELE_3863%,product ele3863
ELE_3979,@product ele_3979@,product ele3979
BOO_5807,$product boo_5807$,product boo5807
CLO_8611,$#@product clo_8611@#$,product clo8611
FOO_2634,product foo_2634,product foo2634
FOO_9178,$#@product foo_9178@#$,product foo9178
CLO_6342,product clo_6342,product clo6342
TOY_9354,!product toy_9354!,product toy9354
ELE_3745,$@!PRODUCT ELE_3745!@$,product ele3745
TOY_5728,@PRODUCT TOY_5728@,product toy5728
ELE_7668,PRODUCT ELE_7668,product ele7668
BOO_9113,%PRODUCT BOO_9113%,product boo9113
CLO_8815,%$product clo_8815$%,product clo8815
TOY_2106,!product toy_2106!,product toy2106
BOO_8780,$PRODUCT BOO_8780$,product boo8780
FOO_3785,%#@!product foo_3785!@#%,product foo3785
TOY_6328,%@PRODUCT TOY_6328@%,product toy6328
TOY_2826,$@product toy_2826@$,product toy2826
BOO_9061,%@PRODUCT BOO_9061@%,product boo9061
TOY_5993,%#@!PRODUCT TOY_5993!@#%,product toy5993
TOY_7642,PRODUCT TOY_7642,product toy7642
TOY_1520,!PRODUCT TOY_1520!,product toy1520
TOY_8728,#product toy_8728#,product toy8728
TOY_9176,product toy_9176,product toy9176
BOO_9078,%#product boo_9078#%,product boo9078
TOY_9993,$PRODUCT TOY_9993$,product toy9993
CLO_7775,@PRODUCT CLO_7775@,product clo7775
ELE_6975,$product ele_6975$,product ele6975
ELE_7777,$PRODUCT ELE_7777$,product ele7777
CLO_2380,%PRODUCT CLO_2380%,product clo2380
FOO_8818,%!product foo_8818!%,product foo8818
FOO_9506,$product foo_9506$,product foo9506
TOY_9704,$!PRODUCT TOY_9704!$,product toy9704
FOO_7411,!PRODUCT FOO_7411!,product foo7411
TOY_1250,%#PRODUCT TOY_1250#%,product toy1250
CLO_4612,$#product clo_4612#$,product clo4612
CLO_1815,!PRODUCT CLO_1815!,product clo1815
TOY_7529,$#@!product toy_7529!@#$,product toy7529
FOO_8454,@PRODUCT FOO_8454@,product foo8454
FOO_2005,#!product foo_2005!#,product foo2005
CLO_4538,#!PRODUCT CLO_4538!#,product clo4538
FOO_5753,$!product foo_5753!$,product foo5753
ELE_5731,$@!PRODUCT ELE_5731!@$,product ele5731
CLO_3817,product clo_3817,product clo3817
ELE_9817,%!PRODUCT ELE_9817!%,product ele9817
FOO_6561,#!PRODUCT FOO_6561!#,product foo6561
BOO_7652,%$@PRODUCT BOO_7652@$%,product boo7652
TOY_9037,#product toy_9037#,product toy9037
TOY_4162,!PRODUCT TOY_4162!,product toy4162
ELE_5371,#!PRODUCT ELE_5371!#,product ele5371
FOO_8041,PRODUCT FOO_8041,product foo8041
TOY_4656,%#@PRODUCT TOY_4656@#%,product toy4656
CLO_5532,%product clo_5532%,product clo5532
BOO_3071,#@!PRODUCT BOO_3071!@#,product boo3071
CLO_3826,$product clo_3826$,product clo3826
TOY_4096,$#product toy_4096#$,product toy4096
CLO_7171,!product clo_7171!,product clo7171
TOY_9183,PRODUCT TOY_9183,product toy9183
BOO_5832,!PRODUCT BOO_5832!,product boo5832
FOO_8739,PRODUCT FOO_8739,product foo8739
CLO_7788,product clo_7788,product clo7788
FOO_8077,#@product foo_8077@#,product foo8077
BOO_4385,%@PRODUCT BOO_4385@%,product boo4385
BOO_4883,$#product boo_4883#$,product boo4883
TOY_4491,product toy_4491,product toy4491
ELE_4162,$PRODUCT ELE_4162$,product ele4162
TOY_8388,PRODUCT TOY_8388,product toy8388
CLO_7485,product clo_7485,product clo7485
FOO_3434,@product foo_3434@,product foo3434
CLO_5308,@PRODUCT CLO_5308@,product clo5308
FOO_6342,!product foo_6342!,product foo6342
BOO_9983,!PRODUCT BOO_9983!,product boo9983
FOO_5942,%product foo_5942%,product foo5942
BOO_6707,%$PRODUCT BOO_6707$%,product boo6707
FOO_9450,@product foo_9450@,product foo9450
BOO_8223,product boo_8223,product boo8223
FOO_9187,$@PRODUCT FOO_9187@$,product foo9187
TOY_7420,$#product toy_7420#$,product toy7420
FOO_7723,%!product foo_7723!%,product foo7723
ELE_3348,!PRODUCT ELE_3348!,product ele3348
ELE_4736,$!product ele_4736!$,product ele4736
FOO_7317,product foo_7317,product foo7317
ELE_4853,%product ele_4853%,product ele4853
CLO_7986,product clo_7986,product clo7986
ELE_1993,$PRODUCT ELE_1993$,product ele1993
TOY_4030,%product toy_4030%,product toy4030
TOY_1767,#product toy_1767#,product toy1767
FOO_1863,%PRODUCT FOO_1863%,product foo1863
CLO_3734,@PRODUCT CLO_3734@,product clo3734
ELE_1071,@product ele_1071@,product ele1071
CLO_4419,@PRODUCT CLO_4419@,product clo4419
CLO_4973,%$@product clo_4973@$%,product clo4973
BOO_1096,%#product boo_1096#%,product boo1096
ELE_6376,@PRODUCT ELE_6376@,product ele6376
CLO_6140,$#!product clo_6140!#$,product clo6140
CLO_4914,#PRODUCT CLO_4914#,product clo4914
ELE_6320,!product ele_6320!,product ele6320
ELE_2935,$!product ele_2935!$,product ele2935
ELE_6701,$product ele_6701$,product ele6701
CLO_7763,%#!product clo_7763!#%,product clo7763
TOY_1075,#@PRODUCT TOY_1075@#,product toy1075
FOO_5157,@!product foo_5157!@,product foo5157
BOO_3930,%@product boo_3930@%,product boo3930
FOO_6137,%@product foo_6137@%,product foo6137
ELE_9649,product ele_9649,product ele9649
CLO_4587,PRODUCT CLO_4587,product clo4587
TOY_1580,!PRODUCT TOY_1580!,product toy1580
BOO_3686,!PRODUCT BOO_3686!,product boo3686
TOY_4415,@!PRODUCT TOY_4415!@,product toy4415
TOY_1959,@!PRODUCT TOY_1959!@,product toy1959
ELE_3173,%#@product ele_3173@#%,product ele3173
CLO_9693,%$PRODUCT CLO_9693$%,product clo9693
ELE_5846,@product ele_5846@,product ele5846
ELE_6780,$#PRODUCT ELE_6780#$,product ele6780
FOO_1837,product foo_1837,product foo1837
BOO_1814,PRODUCT BOO_1814,product boo1814
CLO_3631,$#product clo_3631#$,product clo3631
ELE_1625,!PRODUCT ELE_1625!,product ele1625
CLO_6845,product clo_6845,product clo6845
CLO_5467,$@!product clo_5467!@$,product clo5467
FOO_3637,@product foo_3637@,product foo3637
BOO_8274,%$@product boo_8274@$%,product boo8274
CLO_8549,!product clo_8549!,product clo8549
ELE_6362,%PRODUCT ELE_6362%,product ele6362
ELE_3881,!PRODUCT ELE_3881!,product ele3881
BOO_8869,@PRODUCT BOO_8869@,product boo8869
CLO_4557,product clo_4557,product clo4557
FOO_4604,%PRODUCT FOO_4604%,product foo4604
ELE_9724,#@!PRODUCT ELE_9724!@#,product ele9724
TOY_7673,%!product toy_7673!%,product toy7673
FOO_2042,!product foo_2042!,product foo2042
FOO_7808,product foo_7808,product foo7808
BOO_6866,%$PRODUCT BOO_6866$%,product boo6866
FOO_8627,PRODUCT FOO_8627,product foo8627
BOO_8829,!PRODUCT BOO_8829!,product boo8829
TOY_7341,%product toy_7341%,product toy7341
CLO_5205,product clo_5205,product clo5205
FOO_3441,@!PRODUCT FOO_3441!@,product foo3441
ELE_9687,#!product ele_9687!#,product ele9687
BOO_5022,product boo_5022,product boo5022
ELE_7988,$@!product ele_7988!@$,product ele7988
TOY_7950,%!PRODUCT TOY_7950!%,product toy7950
BOO_4898,#!product boo_4898!#,product boo4898
CLO_3495,PRODUCT CLO_3495,product clo3495
BOO_3088,%PRODUCT BOO_3088%,product boo3088
TOY_9889,#!PRODUCT TOY_9889!#,product toy9889
BOO_3178,$@!product boo_3178!@$,product boo3178
BOO_5952,%#@PRODUCT BOO_5952@#%,product boo5952
TOY_5528,%$@!PRODUCT TOY_5528!@$%,product toy5528
BOO_1140,$!PRODUCT BOO_1140!$,product boo1140
TOY_4121,product toy_4121,product toy4121
ELE_1779,%$product ele_1779$%,product ele1779
CLO_8689,%product clo_8689%,product clo8689
ELE_2688,$#!PRODUCT ELE_2688!#$,product ele2688
TOY_2817,#product toy_2817#,product toy2817
FOO_3895,%$#product foo_3895#$%,product foo3895
FOO_7412,$@PRODUCT FOO_7412@$,product foo7412
FOO_7385,$!product foo_7385!$,product foo7385
CLO_7296,%PRODUCT CLO_7296%,product clo7296
TOY_3901,!PRODUCT TOY_3901!,product toy3901
BOO_2445,@PRODUCT BOO_2445@,product boo2445
CLO_8328,$product clo_8328$,product clo8328
FOO_6374,%!product foo_6374!%,product foo6374
ELE_5315,%PRODUCT ELE_5315%,product ele5315
TOY_2412,%!product toy_2412!%,product toy2412
BOO_8660,$@!product boo_8660!@$,product boo8660
ELE_2313,%product ele_2313%,product ele2313
ELE_6159,%#PRODUCT ELE_6159#%,product ele6159
FOO_4383,@!PRODUCT FOO_4383!@,product foo4383
TOY_5198,!PRODUCT TOY_5198!,product toy5198
ELE_9282,!product ele_9282!,product ele9282
BOO_6440,PRODUCT BOO_6440,product boo6440
BOO_1867,PRODUCT BOO_1867,product boo1867
CLO_6371,$PRODUCT CLO_6371$,product clo6371
BOO_3067,$PRODUCT BOO_3067$,product boo3067
FOO_4786,%$product foo_4786$%,product foo4786
CLO_4560,%$!PRODUCT CLO_4560!$%,product clo4560
ELE_6477,product ele_6477,product ele6477
CLO_1475,$@product clo_1475@$,product clo1475
FOO_1239,#!product foo_1239!#,product foo1239
ELE_5181,!product ele_5181!,product ele5181
BOO_7082,PRODUCT BOO_7082,product boo7082
BOO_9711,!product boo_9711!,product boo9711
ELE_9114,$!product ele_9114!$,product ele9114
BOO_3397,!PRODUCT BOO_3397!,product boo3397
FOO_2109,#product foo_2109#,product foo2109
BOO_9230,product boo_9230,product boo9230
TOY_4200,#PRODUCT TOY_4200#,product toy4200
BOO_6964,@product boo_6964@,product boo6964
TOY_9083,#product toy_9083#,product toy9083
CLO_1298,PRODUCT CLO_1298,product clo1298
FOO_6047,#product foo_6047#,product foo6047
BOO_4334,$#@product boo_4334@#$,product boo4334
TOY_4947,%$#!PRODUCT TOY_4947!#$%,product toy4947
TOY_4668,#@product toy_4668@#,product toy4668
FOO_8244,PRODUCT FOO_8244,product foo8244
FOO_6015,$#@product foo_6015@#$,product foo6015
FOO_8057,product foo_8057,product foo8057
BOO_1857,@PRODUCT BOO_1857@,product boo1857
FOO_8774,!PRODUCT FOO_8774!,product foo8774
TOY_5842,!product toy_5842!,product toy5842
FOO_1325,product foo_1325,product foo1325
ELE_6724,#!PRODUCT ELE_6724!#,product ele6724
ELE_2530,%product ele_2530%,product ele2530
BOO_4360,product boo_4360,product boo4360
FOO_4312,$#product foo_4312#$,product foo4312
TOY_6288,product toy_6288,product toy6288
FOO_6516,#PRODUCT FOO_6516#,product foo6516
TOY_6275,@!product toy_6275!@,product toy6275
CLO_1297,$PRODUCT CLO_1297$,product clo1297
ELE_4349,$@!product ele_4349!@$,product ele4349
FOO_3986,#@!product foo_3986!@#,product foo3986
BOO_5430,!product boo_5430!,product boo5430
ELE_7783,%#PRODUCT ELE_7783#%,product ele7783
TOY_3122,%PRODUCT TOY_3122%,product toy3122
FOO_5144,@PRODUCT FOO_5144@,product foo5144
BOO_5674,!PRODUCT BOO_5674!,product boo5674
ELE_2589,#PRODUCT ELE_2589#,product ele2589
TOY_4097,$@product toy_4097@$,product toy4097
FOO_4848,$#!PRODUCT FOO_4848!#$,product foo4848
BOO_5256,@!PRODUCT BOO_5256!@,product boo5256
TOY_1108,product toy_1108,product toy1108
TOY_1120,%$@product toy_1120@$%,product toy1120
TOY_3521,#PRODUCT TOY_3521#,product toy3521
TOY_5853,@product toy_5853@,product toy5853
TOY_4736,@PRODUCT TOY_4736@,product toy4736
FOO_9655,%#@product foo_9655@#%,product foo9655
CLO_6915,!product clo_6915!,product clo6915
FOO_5391,$#!product foo_5391!#$,product foo5391
CLO_3712,PRODUCT CLO_3712,product clo3712
TOY_6731,product toy_6731,product toy6731
CLO_5676,%$!PRODUCT CLO_5676!$%,product clo5676
TOY_5699,%@product toy_5699@%,product toy5699
ELE_5727,$PRODUCT ELE_5727$,product ele5727
CLO_5623,$#@product clo_5623@#$,product clo5623
ELE_8131,@!product ele_8131!@,product ele8131
CLO_5164,%$product clo_5164$%,product clo5164
ELE_6231,PRODUCT ELE_6231,product ele6231
BOO_1763,PRODUCT BOO_1763,product boo1763
CLO_2405,#!PRODUCT CLO_2405!#,product clo2405
ELE_7758,%#!PRODUCT ELE_7758!#%,product ele7758
BOO_2027,%#PRODUCT BOO_2027#%,product boo2027
CLO_2420,%product clo_2420%,product clo2420
BOO_7434,$!PRODUCT BOO_7434!$,product boo7434
FOO_2006,$PRODUCT FOO_2006$,product foo2006
FOO_9488,%$PRODUCT FOO_9488$%,product foo9488
BOO_1234,PRODUCT BOO_1234,product boo1234
BOO_3394,$@PRODUCT BOO_3394@$,product boo3394
BOO_7640,@PRODUCT BOO_7640@,product boo7640
BOO_4987,%@!PRODUCT BOO_4987!@%,product boo4987
TOY_4203,#@PRODUCT TOY_4203@#,product toy4203
FOO_7564,#PRODUCT FOO_7564#,product foo7564
FOO_5841,#@PRODUCT FOO_5841@#,product foo5841
ELE_9290,#!PRODUCT ELE_9290!#,product ele9290
BOO_2754,product boo_2754,product boo2754
BOO_5233,$!product boo_5233!$,product boo5233
TOY_6556,PRODUCT TOY_6556,product toy6556
ELE_9099,%#PRODUCT ELE_9099#%,product ele9099
BOO_4199,@product boo_4199@,product boo4199
CLO_7894,$@PRODUCT CLO_7894@$,product clo7894
TOY_2245,%!PRODUCT TOY_2245!%,product toy2245
FOO_4359,#!product foo_4359!#,product foo4359
TOY_5115,PRODUCT TOY_5115,product toy5115
CLO_1529,@!PRODUCT CLO_1529!@,product clo1529
CLO_4735,#@product clo_4735@#,product clo4735
FOO_6568,#product foo_6568#,product foo6568
FOO_1637,%$@product foo_1637@$%,product foo1637
ELE_9239,%$!product ele_9239!$%,product ele9239
CLO_8615,$PRODUCT CLO_8615$,product clo8615
CLO_5815,product clo_5815,product clo5815
BOO_9388,@PRODUCT BOO_9388@,product boo9388
TOY_8166,%$PRODUCT TOY_8166$%,product toy8166
CLO_7383,#@PRODUCT CLO_7383@#,product clo7383
BOO_5656,#product boo_5656#,product boo5656
TOY_5244,PRODUCT TOY_5244,product toy5244
FOO_6289,#product foo_6289#,product foo6289
BOO_6787,$!PRODUCT BOO_6787!$,product boo6787
CLO_3831,%$!product clo_3831!$%,product clo3831
BOO_4961,@!PRODUCT BOO_4961!@,product boo4961
TOY_4299,%$product toy_4299$%,product toy4299
TOY_5513,PRODUCT TOY_5513,product toy5513
CLO_5107,$@PRODUCT CLO_5107@$,product clo5107
CLO_3454,%$@!product clo_3454!@$%,product clo3454
BOO_8840,@PRODUCT BOO_8840@,product boo8840
TOY_9271,%#@PRODUCT TOY_9271@#%,product toy9271
CLO_9072,%@PRODUCT CLO_9072@%,product clo9072
FOO_7868,PRODUCT FOO_7868,product foo7868
ELE_7876,%!PRODUCT ELE_7876!%,product ele7876
CLO_2588,PRODUCT CLO_2588,product clo2588
ELE_2007,!product ele_2007!,product ele2007
ELE_8014,%#PRODUCT ELE_8014#%,product ele8014
ELE_7884,%@!product ele_7884!@%,product ele7884
TOY_7531,@product toy_7531@,product toy7531
TOY_5142,@!PRODUCT TOY_5142!@,product toy5142
TOY_5448,PRODUCT TOY_5448,product toy5448
BOO_8811,%$#product boo_8811#$%,product boo8811
BOO_8280,%$PRODUCT BOO_8280$%,product boo8280
TOY_5395,$#@PRODUCT TOY_5395@#$,product toy5395
TOY_1353,#product toy_1353#,product toy1353
BOO_1637,PRODUCT BOO_1637,product boo1637
TOY_2121,#product toy_2121#,product toy2121
FOO_2653,$#PRODUCT FOO_2653#$,product foo2653
TOY_9741,@!product toy_9741!@,product toy9741
TOY_1994,$!PRODUCT TOY_1994!$,product toy1994
BOO_1224,$product boo_1224$,product boo1224
ELE_8796,$PRODUCT ELE_8796$,product ele8796
CLO_6229,%PRODUCT CLO_6229%,product clo6229
ELE_7550,#!PRODUCT ELE_7550!#,product ele7550
FOO_6249,PRODUCT FOO_6249,product foo6249
ELE_1141,@product ele_1141@,product ele1141
BOO_8301,%$!product boo_8301!$%,product boo8301
BOO_5959,%product boo_5959%,product boo5959
FOO_3808,%@PRODUCT FOO_3808@%,product foo3808
BOO_3701,#@product boo_3701@#,product boo3701
BOO_2255,PRODUCT BOO_2255,product boo2255
TOY_8441,$PRODUCT TOY_8441$,product toy8441
ELE_4270,PRODUCT ELE_4270,product ele4270
CLO_1183,PRODUCT CLO_1183,product clo1183
BOO_4297,!product boo_4297!,product boo4297
BOO_8109,@PRODUCT BOO_8109@,product boo8109
CLO_2418,$!product clo_2418!$,product clo2418
BOO_1699,PRODUCT BOO_1699,product boo1699
BOO_1142,%!product boo_1142!%,product boo1142
ELE_1853,%@product ele_1853@%,product ele1853
CLO_3452,#product clo_3452#,product clo3452
FOO_8513,%#PRODUCT FOO_8513#%,product foo8513
TOY_4002,$#@PRODUCT TOY_4002@#$,product toy4002
FOO_3559,#product foo_3559#,product foo3559
ELE_1177,$PRODUCT ELE_1177$,product ele1177
BOO_8375,$#PRODUCT BOO_8375#$,product boo8375
TOY_3724,#!PRODUCT TOY_3724!#,product toy3724
FOO_5816,product foo_5816,product foo5816
ELE_4333,PRODUCT ELE_4333,product ele4333
ELE_2475,@product ele_2475@,product ele2475
BOO_9450,product boo_9450,product boo9450
FOO_9189,%$#PRODUCT FOO_9189#$%,product foo9189
CLO_1996,$product clo_1996$,product clo1996
TOY_3629,PRODUCT TOY_3629,product toy3629
ELE_4821,!product ele_4821!,product ele4821
BOO_4810,$#!product boo_4810!#$,product boo4810
TOY_8103,!PRODUCT TOY_8103!,product toy8103
CLO_7031,@!PRODUCT CLO_7031!@,product clo7031
BOO_9764,$#@!product boo_9764!@#$,product boo9764
CLO_2560,product clo_2560,product clo2560
ELE_7190,$@product ele_7190@$,product ele7190
BOO_1437,%#!product boo_1437!#%,product boo1437
TOY_7587,PRODUCT TOY_7587,product toy7587
FOO_5169,#product foo_5169#,product foo5169
TOY_3774,$@product toy_3774@$,product toy3774
CLO_6883,$PRODUCT CLO_6883$,product clo6883
TOY_3110,%$#product toy_3110#$%,product toy3110
FOO_2554,%$PRODUCT FOO_2554$%,product foo2554
ELE_2272,@PRODUCT ELE_2272@,product ele2272
ELE_2659,$#PRODUCT ELE_2659#$,product ele2659
BOO_1724,@!product boo_1724!@,product boo1724
CLO_6648,%$@PRODUCT CLO_6648@$%,product clo6648
TOY_5902,%@product toy_5902@%,product toy5902
TOY_8333,$!product toy_8333!$,product toy8333
FOO_1804,product foo_1804,product foo1804
TOY_6577,#PRODUCT TOY_6577#,product toy6577
ELE_2909,!PRODUCT ELE_2909!,product ele2909
BOO_9759,#@!PRODUCT BOO_9759!@#,product boo9759
CLO_9887,@!product clo_9887!@,product clo9887
TOY_4345,$!product toy_4345!$,product toy4345
BOO_1102,%#PRODUCT BOO_1102#%,product boo1102
CLO_5285,%$#product clo_5285#$%,product clo5285
TOY_9326,%$#PRODUCT TOY_9326#$%,product toy9326
BOO_9567,@PRODUCT BOO_9567@,product boo9567
CLO_7181,%!product clo_7181!%,product clo7181
FOO_3514,#@product foo_3514@#,product foo3514
TOY_8424,$!PRODUCT TOY_8424!$,product toy8424
TOY_2114,PRODUCT TOY_2114,product toy2114
CLO_3308,!PRODUCT CLO_3308!,product clo3308
TOY_6046,$#PRODUCT TOY_6046#$,product toy6046
CLO_4478,@PRODUCT CLO_4478@,product clo4478
TOY_8318,#!PRODUCT TOY_8318!#,product toy8318
CLO_5167,!product clo_5167!,product clo5167
CLO_2117,%!PRODUCT CLO_2117!%,product clo2117
BOO_8330,product boo_8330,product boo8330
ELE_5425,#PRODUCT ELE_5425#,product ele5425
FOO_3099,@product foo_3099@,product foo3099
CLO_1498,product clo_1498,product clo1498
TOY_8806,@PRODUCT TOY_8806@,product toy8806
FOO_1826,%@product foo_1826@%,product foo1826
CLO_6142,#product clo_6142#,product clo6142
CLO_4761,#@!PRODUCT CLO_4761!@#,product clo4761
TOY_6749,$PRODUCT TOY_6749$,product toy6749
FOO_2582,PRODUCT FOO_2582,product foo2582
ELE_8421,product ele_8421,product ele8421
FOO_7189,%#PRODUCT FOO_7189#%,product foo7189
FOO_9251,$#!PRODUCT FOO_9251!#$,product foo9251
FOO_8784,!product foo_8784!,product foo8784
ELE_4871,#PRODUCT ELE_4871#,product ele4871
TOY_7179,product toy_7179,product toy7179
ELE_6470,$PRODUCT ELE_6470$,product ele6470
